Time of Purchase,Lead Time,Ticket Type
10:16:02,0 days,off-peak
10:24:55,1 days,advance
10:29:10,11 days,advance
10:32:50,1 days,advance
10:35:27,0 days,off-peak
10:35:51,0 days,off-peak
10:35:54,18 days,advance
10:42:43,0 days,off-peak
10:44:52,0 days,off-peak
10:46:17,17 days,advance
10:54:18,1 days,advance
10:55:51,12 days,advance
10:57:05,11 days,advance
11:20:47,18 days,advance
11:21:12,7 days,advance
11:22:36,1 days,advance
11:28:43,1 days,advance
11:28:48,0 days,off-peak
11:34:39,0 days,off-peak
11:44:07,2 days,advance
11:53:34,1 days,advance
11:53:49,7 days,advance
11:55:06,13 days,advance
11:57:14,11 days,advance
11:59:26,0 days,off-peak
12:04:54,3 days,advance
12:12:21,1 days,advance
12:13:35,12 days,advance
12:16:54,6 days,advance
12:20:33,0 days,off-peak
12:24:32,0 days,off-peak
12:31:49,10 days,advance
12:35:03,1 days,advance
12:39:14,9 days,advance
12:51:47,2 days,advance
12:53:12,17 days,advance
12:57:22,15 days,advance
13:19:17,5 days,advance
13:22:39,0 days,off-peak
13:28:54,0 days,off-peak
13:30:31,9 days,advance
13:39:37,1 days,advance
13:40:12,1 days,advance
13:43:03,4 days,advance
13:44:25,6 days,advance
13:48:28,11 days,advance
13:48:38,15 days,advance
14:15:07,11 days,advance
14:17:25,0 days,off-peak
14:20:14,4 days,advance
14:21:43,21 days,advance
14:23:48,0 days,off-peak
14:24:48,0 days,off-peak
14:25:12,19 days,advance
14:26:02,1 days,advance
14:27:55,1 days,advance
14:29:42,0 days,off-peak
14:35:51,0 days,anytime
14:38:32,3 days,advance
14:40:44,0 days,anytime
14:43:11,0 days,anytime
14:44:37,11 days,advance
14:47:00,6 days,advance
14:47:16,19 days,advance
14:49:27,0 days,anytime
14:52:20,0 days,anytime
14:52:50,7 days,advance
14:54:15,9 days,advance
14:57:31,1 days,advance
15:04:09,1 days,advance
15:04:40,5 days,advance
15:06:40,1 days,advance
15:12:32,0 days,anytime
15:14:22,1 days,advance
15:17:05,20 days,advance
15:21:19,1 days,advance
15:21:46,0 days,anytime
15:33:13,1 days,advance
15:47:45,0 days,anytime
15:49:07,0 days,anytime
15:49:28,1 days,advance
15:51:53,17 days,advance
15:55:53,0 days,anytime
16:00:04,0 days,anytime
16:08:55,0 days,anytime
16:26:05,3 days,advance
16:26:15,15 days,advance
16:30:24,12 days,advance
16:38:56,1 days,advance
16:43:54,4 days,advance
16:47:30,14 days,advance
17:03:05,2 days,advance
17:13:19,16 days,advance
17:14:57,20 days,advance
17:16:23,0 days,anytime
17:18:46,0 days,anytime
17:19:22,0 days,anytime
17:21:04,0 days,anytime
17:21:37,1 days,advance
17:21:53,0 days,anytime
17:22:45,0 days,anytime
17:23:37,0 days,anytime
17:24:49,1 days,advance
17:25:18,11 days,advance
17:27:35,15 days,advance
17:29:56,2 days,advance
17:32:27,3 days,advance
17:34:02,10 days,advance
17:34:45,0 days,off-peak
17:35:02,1 days,advance
17:42:10,10 days,advance
17:42:36,8 days,advance
17:43:07,7 days,advance
17:45:47,1 days,advance
17:46:32,5 days,advance
17:46:46,19 days,advance
17:47:12,1 days,advance
17:50:01,15 days,advance
17:52:43,0 days,off-peak
17:56:21,20 days,advance
17:57:46,1 days,advance
18:03:28,0 days,off-peak
18:06:33,5 days,advance
18:13:37,7 days,advance
18:15:29,0 days,anytime
18:19:01,0 days,anytime
18:35:52,0 days,off-peak
18:37:21,0 days,off-peak
18:37:25,6 days,advance
18:43:15,1 days,advance
18:45:52,10 days,advance
18:46:03,0 days,off-peak
18:51:29,16 days,advance
18:54:02,1 days,advance
19:12:02,0 days,off-peak
19:19:19,1 days,advance
19:20:25,1 days,advance
19:24:29,13 days,advance
19:29:03,19 days,advance
19:30:12,13 days,advance
19:30:26,7 days,advance
19:31:21,1 days,advance
19:31:59,13 days,advance
19:32:47,4 days,advance
19:33:05,1 days,advance
19:33:09,12 days,advance
19:33:27,4 days,advance
19:34:35,13 days,advance
19:34:52,14 days,advance
19:35:27,12 days,advance
19:35:33,8 days,advance
19:35:34,17 days,advance
19:36:49,19 days,advance
19:37:59,14 days,advance
19:38:23,15 days,advance
19:41:33,1 days,advance
19:44:45,0 days,off-peak
19:56:46,7 days,advance
19:59:02,1 days,advance
20:01:22,0 days,off-peak
20:02:28,18 days,advance
20:06:19,0 days,off-peak
20:07:44,4 days,advance
20:11:38,0 days,off-peak
20:17:56,3 days,advance
20:18:12,10 days,advance
20:19:20,16 days,advance
20:19:41,1 days,advance
20:20:28,17 days,advance
20:20:59,1 days,advance
20:22:03,18 days,advance
20:22:46,6 days,advance
20:24:06,15 days,advance
20:24:37,7 days,advance
20:25:25,11 days,advance
20:25:29,4 days,advance
20:25:34,4 days,advance
20:25:43,19 days,advance
20:26:35,8 days,advance
20:26:48,6 days,advance
20:26:57,18 days,advance
20:27:40,1 days,advance
20:28:52,15 days,advance
20:30:13,12 days,advance
20:32:59,13 days,advance
20:33:02,3 days,advance
20:34:31,3 days,advance
20:42:19,22 days,advance
20:44:17,0 days,off-peak
20:45:57,15 days,advance
20:46:07,0 days,off-peak
20:48:30,0 days,off-peak
20:57:38,11 days,advance
21:26:52,2 days,advance
21:27:55,12 days,advance
21:43:12,1 days,advance
21:46:55,1 days,advance
21:50:22,3 days,advance
21:52:02,18 days,advance
21:53:42,11 days,advance
21:54:08,11 days,advance
21:54:16,8 days,advance
21:56:45,1 days,advance
21:57:41,3 days,advance
21:58:09,1 days,advance
21:58:58,17 days,advance
22:12:39,5 days,advance
22:45:06,3 days,advance
23:05:14,2 days,advance
23:05:53,4 days,advance
23:05:58,1 days,advance
23:12:24,1 days,advance
23:17:07,19 days,advance
23:26:14,1 days,advance
23:33:02,1 days,advance
23:33:53,1 days,advance
23:38:53,1 days,advance
23:43:13,1 days,advance
23:55:43,1 days,advance
00:07:51,1 days,advance
00:16:15,0 days,off-peak
00:20:08,18 days,advance
00:22:03,16 days,advance
00:24:43,0 days,off-peak
00:29:19,6 days,advance
00:46:30,8 days,advance
00:47:05,0 days,off-peak
00:55:57,0 days,off-peak
01:10:29,12 days,advance
01:10:40,0 days,off-peak
01:18:10,1 days,advance
01:19:35,0 days,off-peak
01:24:37,0 days,off-peak
01:25:55,1 days,advance
01:26:43,11 days,advance
01:27:39,0 days,off-peak
01:28:04,0 days,off-peak
01:28:08,1 days,advance
01:29:17,5 days,advance
01:36:05,1 days,advance
01:39:13,15 days,advance
02:10:29,0 days,off-peak
02:17:47,0 days,off-peak
02:33:08,13 days,advance
02:46:33,0 days,off-peak
02:53:26,0 days,off-peak
03:15:57,1 days,advance
03:18:13,16 days,advance
03:21:19,18 days,advance
03:31:16,0 days,off-peak
03:31:28,1 days,advance
03:32:01,1 days,advance
03:40:03,18 days,advance
03:50:20,1 days,advance
03:50:57,2 days,advance
03:57:39,1 days,advance
04:22:22,3 days,advance
04:24:29,0 days,off-peak
04:27:14,0 days,off-peak
04:29:44,18 days,advance
04:48:20,0 days,off-peak
05:03:12,0 days,off-peak
05:03:12,0 days,off-peak
05:06:26,0 days,off-peak
05:07:46,0 days,off-peak
05:08:50,0 days,off-peak
05:13:51,0 days,off-peak
05:14:14,4 days,advance
05:19:48,0 days,off-peak
05:24:50,1 days,advance
05:26:03,1 days,advance
05:28:10,1 days,advance
05:32:51,1 days,advance
05:46:03,9 days,advance
05:52:49,5 days,advance
05:53:43,1 days,advance
05:54:13,19 days,advance
05:54:54,15 days,advance
06:00:12,0 days,off-peak
06:07:28,3 days,advance
06:07:37,0 days,off-peak
06:08:41,0 days,off-peak
06:10:15,1 days,advance
06:10:27,0 days,off-peak
06:11:04,18 days,advance
06:12:43,1 days,advance
06:28:00,1 days,advance
06:30:18,0 days,off-peak
06:30:22,0 days,off-peak
06:38:50,1 days,advance
06:39:08,1 days,advance
06:42:32,0 days,off-peak
06:43:19,10 days,advance
06:43:57,0 days,off-peak
06:56:17,2 days,advance
07:15:13,0 days,off-peak
07:15:44,0 days,off-peak
07:18:34,0 days,off-peak
07:31:34,0 days,off-peak
07:35:56,0 days,off-peak
07:47:21,0 days,off-peak
07:48:16,11 days,advance
07:50:27,0 days,off-peak
07:51:59,7 days,advance
07:52:04,8 days,advance
07:56:31,0 days,off-peak
07:56:52,11 days,advance
07:57:48,19 days,advance
08:00:00,1 days,advance
08:00:02,10 days,advance
08:00:15,11 days,advance
08:01:23,15 days,advance
08:01:34,1 days,advance
08:02:12,17 days,advance
08:02:41,1 days,advance
08:03:36,19 days,advance
08:03:54,8 days,advance
08:05:39,19 days,advance
08:08:55,8 days,advance
08:09:35,1 days,advance
08:09:37,9 days,advance
08:10:28,1 days,advance
08:12:00,2 days,advance
08:12:08,4 days,advance
08:15:10,18 days,advance
08:16:37,13 days,advance
08:17:23,1 days,advance
08:19:14,12 days,advance
08:20:02,5 days,advance
08:20:19,2 days,advance
08:20:57,1 days,advance
08:21:12,4 days,advance
08:22:05,1 days,advance
08:23:19,17 days,advance
08:23:30,4 days,advance
08:23:41,16 days,advance
08:25:39,7 days,advance
08:28:16,3 days,advance
08:29:15,8 days,advance
08:29:40,11 days,advance
08:33:21,4 days,advance
08:33:42,1 days,advance
08:41:02,4 days,advance
08:46:17,7 days,advance
08:46:37,1 days,advance
08:55:40,5 days,advance
08:57:08,1 days,advance
09:02:52,8 days,advance
09:08:32,3 days,advance
09:11:15,0 days,off-peak
09:12:26,1 days,advance
09:13:26,14 days,advance
09:13:38,1 days,advance
09:13:41,0 days,off-peak
09:19:06,0 days,off-peak
09:21:11,0 days,off-peak
09:30:49,5 days,advance
09:33:05,2 days,advance
09:35:18,1 days,advance
09:35:38,5 days,advance
09:35:50,10 days,advance
09:35:50,15 days,advance
09:37:10,1 days,advance
09:37:37,1 days,advance
09:38:20,13 days,advance
09:41:02,7 days,advance
09:41:19,4 days,advance
09:42:16,17 days,advance
09:42:24,1 days,advance
09:44:55,4 days,advance
09:52:33,1 days,advance
10:10:38,8 days,advance
10:17:34,13 days,advance
10:18:48,0 days,off-peak
10:19:58,1 days,advance
10:21:22,12 days,advance
10:21:24,1 days,advance
10:28:53,0 days,off-peak
10:30:44,7 days,advance
10:31:56,8 days,advance
10:33:24,2 days,advance
10:35:27,10 days,advance
10:38:47,17 days,advance
10:40:18,10 days,advance
10:41:13,13 days,advance
10:42:39,0 days,off-peak
10:45:56,17 days,advance
10:48:57,3 days,advance
10:51:07,0 days,off-peak
11:15:58,0 days,off-peak
11:17:35,11 days,advance
11:40:52,0 days,off-peak
11:47:14,0 days,off-peak
11:52:22,0 days,off-peak
11:59:44,0 days,off-peak
12:03:19,1 days,advance
12:05:10,14 days,advance
12:09:21,5 days,advance
12:09:31,5 days,advance
12:11:28,19 days,advance
12:12:47,14 days,advance
12:14:12,1 days,advance
12:25:15,1 days,advance
12:29:29,1 days,advance
12:30:57,1 days,advance
12:32:32,1 days,advance
12:34:53,0 days,off-peak
12:38:47,1 days,advance
12:40:18,1 days,advance
12:50:33,0 days,off-peak
12:52:08,12 days,advance
13:12:19,10 days,advance
13:15:01,14 days,advance
13:19:02,11 days,advance
13:29:25,1 days,advance
13:30:43,1 days,advance
13:31:03,1 days,advance
13:32:04,1 days,advance
13:32:19,10 days,advance
13:33:27,11 days,advance
13:34:29,1 days,advance
13:39:42,1 days,advance
13:56:16,14 days,advance
14:05:18,1 days,advance
14:17:26,19 days,advance
14:32:13,0 days,off-peak
14:32:46,0 days,off-peak
14:38:16,1 days,advance
14:38:47,0 days,off-peak
14:39:16,0 days,off-peak
14:40:35,0 days,off-peak
14:45:17,0 days,off-peak
14:52:52,0 days,off-peak
14:57:29,0 days,off-peak
14:58:25,0 days,off-peak
15:12:06,0 days,off-peak
15:15:51,8 days,advance
15:16:26,11 days,advance
15:16:55,0 days,off-peak
15:17:57,20 days,advance
15:21:58,1 days,advance
15:23:08,1 days,advance
15:24:17,0 days,off-peak
15:26:30,14 days,advance
15:26:44,2 days,advance
15:29:37,1 days,advance
15:37:28,14 days,advance
15:38:58,16 days,advance
15:44:10,0 days,off-peak
15:48:26,0 days,off-peak
16:03:11,1 days,advance
16:09:10,2 days,advance
16:10:26,8 days,advance
16:10:28,0 days,off-peak
16:13:45,0 days,off-peak
16:14:02,0 days,off-peak
16:15:56,0 days,off-peak
16:22:43,16 days,advance
16:42:39,1 days,advance
17:01:22,5 days,advance
17:04:10,5 days,advance
17:07:33,0 days,off-peak
17:10:26,0 days,off-peak
17:10:29,10 days,advance
17:14:42,4 days,advance
17:15:10,0 days,off-peak
17:16:54,0 days,off-peak
17:18:37,0 days,off-peak
17:19:16,0 days,off-peak
17:24:43,0 days,off-peak
17:25:24,0 days,off-peak
17:25:24,0 days,off-peak
17:28:20,1 days,advance
17:29:15,0 days,off-peak
17:29:35,0 days,off-peak
17:29:50,0 days,off-peak
17:30:11,7 days,advance
17:31:46,11 days,advance
17:35:28,11 days,advance
17:35:43,16 days,advance
17:37:19,1 days,advance
17:38:01,1 days,advance
17:42:42,1 days,advance
17:45:05,8 days,advance
17:48:07,16 days,advance
17:52:46,14 days,advance
17:56:58,2 days,advance
17:59:47,8 days,advance
18:05:51,2 days,advance
18:08:14,17 days,advance
18:09:53,1 days,advance
18:13:26,0 days,off-peak
18:13:42,3 days,advance
18:31:31,1 days,advance
18:35:07,19 days,advance
18:35:23,10 days,advance
18:35:23,17 days,advance
18:36:56,1 days,advance
18:42:48,1 days,advance
18:44:05,10 days,advance
18:46:49,1 days,advance
18:46:54,17 days,advance
18:51:03,5 days,advance
18:53:56,1 days,advance
18:54:02,0 days,off-peak
18:56:30,18 days,advance
18:59:29,18 days,advance
19:15:09,0 days,off-peak
19:16:54,1 days,advance
19:22:04,5 days,advance
19:26:33,3 days,advance
19:30:51,3 days,advance
19:33:54,2 days,advance
19:34:25,3 days,advance
19:34:41,1 days,advance
19:34:49,11 days,advance
19:43:37,1 days,advance
19:44:53,14 days,advance
20:02:43,18 days,advance
20:06:40,0 days,off-peak
20:15:41,3 days,advance
20:16:10,17 days,advance
20:22:46,1 days,advance
20:25:22,2 days,advance
20:25:33,3 days,advance
20:25:46,17 days,advance
20:27:34,5 days,advance
20:29:06,9 days,advance
20:29:45,3 days,advance
20:29:59,18 days,advance
20:30:11,10 days,advance
20:32:50,13 days,advance
20:33:16,6 days,advance
20:33:56,2 days,advance
20:35:54,6 days,advance
20:38:38,10 days,advance
20:38:47,17 days,advance
20:47:56,1 days,advance
20:49:47,1 days,advance
20:59:48,0 days,off-peak
21:25:45,7 days,advance
21:32:20,15 days,advance
21:41:11,1 days,advance
21:45:10,4 days,advance
21:57:04,1 days,advance
21:59:35,6 days,advance
22:07:50,13 days,advance
22:13:05,7 days,advance
22:13:16,16 days,advance
22:41:26,1 days,advance
22:49:57,8 days,advance
22:50:59,1 days,advance
23:01:48,1 days,advance
23:07:34,1 days,advance
23:08:10,6 days,advance
23:10:13,16 days,advance
23:24:48,14 days,advance
23:34:50,10 days,advance
23:36:19,11 days,advance
23:36:47,19 days,advance
23:41:53,19 days,advance
23:48:46,10 days,advance
00:05:09,0 days,off-peak
00:06:36,2 days,advance
00:07:36,0 days,off-peak
00:31:29,11 days,advance
00:41:10,0 days,off-peak
00:44:08,0 days,off-peak
01:03:56,0 days,off-peak
01:04:28,1 days,advance
01:16:53,0 days,off-peak
01:24:42,17 days,advance
01:31:49,0 days,off-peak
01:33:54,14 days,advance
01:35:32,0 days,off-peak
01:43:16,1 days,advance
01:55:08,3 days,advance
02:04:04,12 days,advance
02:06:32,3 days,advance
02:08:37,1 days,advance
02:14:53,1 days,advance
02:23:01,0 days,off-peak
02:29:39,13 days,advance
02:52:36,0 days,off-peak
03:06:14,0 days,off-peak
03:07:44,0 days,off-peak
03:23:50,1 days,advance
03:25:21,12 days,advance
03:30:50,1 days,advance
03:39:45,1 days,advance
03:41:06,10 days,advance
03:48:13,12 days,advance
03:49:54,18 days,advance
03:50:35,0 days,off-peak
03:51:14,6 days,advance
03:53:39,1 days,advance
03:54:54,7 days,advance
03:56:14,1 days,advance
03:59:01,1 days,advance
04:28:18,1 days,advance
04:39:24,0 days,off-peak
04:47:00,4 days,advance
04:48:01,0 days,off-peak
04:50:53,0 days,off-peak
04:53:49,4 days,advance
04:54:29,0 days,off-peak
04:56:05,0 days,off-peak
05:00:57,0 days,off-peak
05:01:39,0 days,off-peak
05:14:50,0 days,off-peak
05:21:56,1 days,advance
05:23:21,1 days,advance
05:30:35,0 days,off-peak
05:31:21,0 days,off-peak
05:58:37,0 days,off-peak
06:01:45,9 days,advance
06:02:28,0 days,off-peak
06:07:59,0 days,off-peak
06:10:13,0 days,off-peak
06:11:13,10 days,advance
06:11:18,0 days,off-peak
06:12:33,16 days,advance
06:13:10,0 days,off-peak
06:15:08,14 days,advance
06:20:50,8 days,advance
06:24:37,0 days,off-peak
06:29:57,0 days,off-peak
06:33:28,3 days,advance
06:33:40,15 days,advance
06:34:37,1 days,advance
06:52:04,18 days,advance
07:10:11,12 days,advance
07:24:39,13 days,advance
07:25:54,0 days,off-peak
07:26:54,0 days,off-peak
07:28:10,0 days,off-peak
07:30:52,0 days,off-peak
07:32:38,0 days,off-peak
07:35:54,0 days,off-peak
07:39:06,9 days,advance
07:40:04,15 days,advance
07:41:10,1 days,advance
07:41:33,1 days,advance
07:43:20,18 days,advance
07:47:31,12 days,advance
07:48:46,6 days,advance
07:50:31,1 days,advance
07:54:34,1 days,advance
07:55:26,15 days,advance
07:58:36,3 days,advance
07:58:41,1 days,advance
07:59:37,4 days,advance
07:59:45,13 days,advance
07:59:54,15 days,advance
08:00:20,17 days,advance
08:04:56,1 days,advance
08:05:28,9 days,advance
08:06:00,1 days,advance
08:07:07,1 days,advance
08:07:58,12 days,advance
08:08:17,11 days,advance
08:08:19,10 days,advance
08:08:38,5 days,advance
08:10:07,12 days,advance
08:10:10,1 days,advance
08:10:36,1 days,advance
08:10:48,18 days,advance
08:11:55,17 days,advance
08:12:38,2 days,advance
08:15:01,0 days,off-peak
08:15:57,12 days,advance
08:16:53,1 days,advance
08:18:11,1 days,advance
08:18:38,2 days,advance
08:18:41,1 days,advance
08:18:56,1 days,advance
08:19:48,15 days,advance
08:20:27,1 days,advance
08:20:58,7 days,advance
08:22:16,7 days,advance
08:23:06,10 days,advance
08:23:32,2 days,advance
08:23:39,0 days,off-peak
08:23:51,7 days,advance
08:26:25,2 days,advance
08:27:42,13 days,advance
08:38:31,2 days,advance
08:48:09,10 days,advance
08:49:25,7 days,advance
08:53:16,1 days,advance
08:56:48,1 days,advance
09:00:14,1 days,advance
09:01:09,2 days,advance
09:02:30,14 days,advance
09:04:53,17 days,advance
09:05:04,1 days,advance
09:08:08,1 days,advance
09:10:32,14 days,advance
09:12:28,1 days,advance
09:25:00,9 days,advance
09:31:25,17 days,advance
09:32:02,0 days,off-peak
09:32:38,7 days,advance
09:35:10,11 days,advance
09:37:55,1 days,advance
09:42:48,15 days,advance
09:43:20,10 days,advance
09:44:16,10 days,advance
09:44:33,1 days,advance
09:48:21,13 days,advance
09:54:27,1 days,advance
09:55:18,0 days,off-peak
09:57:38,11 days,advance
09:58:34,1 days,advance
10:23:54,1 days,advance
10:24:20,10 days,advance
10:25:41,16 days,advance
10:26:15,14 days,advance
10:27:21,13 days,advance
10:31:15,1 days,advance
10:31:41,1 days,advance
10:33:06,0 days,off-peak
10:33:41,14 days,advance
10:34:30,18 days,advance
10:35:14,1 days,advance
10:36:05,8 days,advance
10:36:07,1 days,advance
10:36:27,1 days,advance
10:36:30,15 days,advance
10:40:50,13 days,advance
10:43:41,0 days,off-peak
10:44:16,0 days,off-peak
10:47:24,4 days,advance
10:50:41,9 days,advance
10:51:49,3 days,advance
10:52:39,0 days,off-peak
10:53:17,5 days,advance
10:58:25,16 days,advance
10:58:57,3 days,advance
11:20:10,12 days,advance
11:21:08,0 days,off-peak
11:24:50,0 days,off-peak
11:26:49,0 days,off-peak
11:50:08,0 days,off-peak
12:06:13,0 days,off-peak
12:11:12,0 days,off-peak
12:13:10,3 days,advance
12:22:43,13 days,advance
12:40:19,17 days,advance
12:42:35,7 days,advance
12:44:41,4 days,advance
12:49:12,9 days,advance
13:06:22,0 days,off-peak
13:16:05,1 days,advance
13:17:21,4 days,advance
13:21:10,0 days,off-peak
13:27:07,4 days,advance
13:31:02,1 days,advance
13:35:35,1 days,advance
13:39:25,1 days,advance
13:44:31,16 days,advance
14:07:11,1 days,advance
14:09:24,0 days,off-peak
14:22:08,1 days,advance
14:23:13,2 days,advance
14:25:37,8 days,advance
14:25:40,0 days,off-peak
14:25:44,11 days,advance
14:29:44,1 days,advance
14:29:49,15 days,advance
14:31:23,0 days,off-peak
14:31:44,1 days,advance
14:35:16,0 days,off-peak
14:35:19,0 days,off-peak
14:52:12,4 days,advance
14:53:08,9 days,advance
14:56:29,2 days,advance
15:00:53,10 days,advance
15:01:56,2 days,advance
15:02:22,9 days,advance
15:09:16,12 days,advance
15:12:09,0 days,off-peak
15:16:26,1 days,advance
15:22:24,0 days,off-peak
15:31:56,4 days,advance
15:32:58,0 days,off-peak
15:33:19,0 days,off-peak
15:38:49,8 days,advance
15:44:17,0 days,off-peak
15:46:45,1 days,advance
15:51:24,11 days,advance
15:53:14,0 days,off-peak
15:54:41,3 days,advance
15:56:52,0 days,off-peak
16:01:22,1 days,advance
16:02:29,0 days,off-peak
16:04:05,11 days,advance
16:04:17,0 days,off-peak
16:10:05,14 days,advance
16:12:39,0 days,off-peak
16:15:48,0 days,off-peak
16:19:28,1 days,advance
16:20:36,15 days,advance
16:33:03,2 days,advance
16:41:02,16 days,advance
16:48:04,18 days,advance
16:58:16,0 days,off-peak
17:09:24,0 days,off-peak
17:16:04,8 days,advance
17:20:14,3 days,advance
17:20:24,3 days,advance
17:22:37,0 days,off-peak
17:26:59,0 days,off-peak
17:27:15,1 days,advance
17:28:08,0 days,off-peak
17:29:29,0 days,off-peak
17:31:22,0 days,off-peak
17:32:55,16 days,advance
17:35:34,1 days,advance
17:35:46,1 days,advance
17:36:08,0 days,off-peak
17:37:29,0 days,off-peak
17:43:35,1 days,advance
17:43:40,5 days,advance
17:43:46,15 days,advance
17:45:51,3 days,advance
17:46:04,7 days,advance
17:49:27,1 days,advance
17:49:54,9 days,advance
17:53:01,9 days,advance
17:55:00,1 days,advance
17:58:31,2 days,advance
17:59:56,7 days,advance
18:00:26,11 days,advance
18:10:23,6 days,advance
18:11:08,0 days,off-peak
18:12:53,0 days,off-peak
18:14:40,1 days,advance
18:34:53,0 days,off-peak
18:35:23,9 days,advance
18:35:26,17 days,advance
18:48:09,10 days,advance
18:56:45,1 days,advance
18:56:55,1 days,advance
18:56:57,18 days,advance
18:57:26,15 days,advance
18:58:46,3 days,advance
19:04:03,4 days,advance
19:21:37,1 days,advance
19:27:30,1 days,advance
19:27:54,11 days,advance
19:29:27,9 days,advance
19:29:50,3 days,advance
19:31:08,7 days,advance
19:31:18,2 days,advance
19:33:27,1 days,advance
19:34:49,1 days,advance
19:35:26,1 days,advance
19:42:42,12 days,advance
19:50:01,0 days,off-peak
19:57:55,11 days,advance
20:01:40,16 days,advance
20:03:56,1 days,advance
20:05:15,0 days,off-peak
20:15:17,3 days,advance
20:16:25,4 days,advance
20:16:46,11 days,advance
20:17:45,5 days,advance
20:19:19,1 days,advance
20:20:54,3 days,advance
20:22:26,3 days,advance
20:22:28,13 days,advance
20:25:46,12 days,advance
20:26:40,13 days,advance
20:27:22,17 days,advance
20:28:31,13 days,advance
20:28:34,1 days,advance
20:29:14,18 days,advance
20:29:32,15 days,advance
20:29:49,1 days,advance
20:32:29,0 days,off-peak
20:34:00,5 days,advance
21:31:44,1 days,advance
21:32:54,8 days,advance
21:33:36,10 days,advance
21:38:12,4 days,advance
21:47:12,10 days,advance
21:55:11,1 days,advance
22:35:15,1 days,advance
23:07:09,12 days,advance
23:08:50,13 days,advance
23:11:08,1 days,advance
23:14:20,17 days,advance
23:47:36,14 days,advance
23:49:37,16 days,advance
23:56:06,13 days,advance
23:56:17,17 days,advance
00:00:44,0 days,off-peak
00:01:48,8 days,advance
00:02:06,17 days,advance
00:09:01,0 days,off-peak
00:11:30,12 days,advance
00:13:35,9 days,advance
00:24:02,8 days,advance
00:27:31,0 days,off-peak
00:28:48,4 days,advance
00:31:16,0 days,off-peak
00:34:43,0 days,off-peak
00:35:43,4 days,advance
00:45:11,0 days,off-peak
00:48:30,0 days,off-peak
01:11:49,16 days,advance
01:15:02,0 days,off-peak
01:18:55,0 days,off-peak
01:24:56,0 days,off-peak
01:40:14,11 days,advance
01:44:44,1 days,advance
02:07:01,0 days,off-peak
02:17:47,1 days,advance
03:05:17,14 days,advance
03:09:00,0 days,off-peak
03:19:47,12 days,advance
03:29:23,16 days,advance
03:33:38,1 days,advance
03:34:34,7 days,advance
03:35:28,0 days,off-peak
03:35:36,13 days,advance
03:37:51,5 days,advance
03:49:39,3 days,advance
03:54:59,10 days,advance
03:57:58,11 days,advance
04:03:02,17 days,advance
04:04:47,7 days,advance
04:24:36,0 days,off-peak
04:28:09,0 days,off-peak
04:29:26,0 days,off-peak
04:42:58,0 days,anytime
04:54:34,10 days,advance
05:02:10,3 days,advance
05:06:59,6 days,advance
05:09:04,15 days,advance
05:11:05,0 days,anytime
05:13:41,15 days,advance
05:15:42,14 days,advance
05:27:12,0 days,anytime
05:27:19,0 days,anytime
05:31:31,14 days,advance
05:42:43,0 days,anytime
05:49:13,6 days,advance
05:57:11,6 days,advance
06:00:12,1 days,advance
06:00:33,2 days,advance
06:00:37,3 days,advance
06:01:45,7 days,advance
06:02:50,10 days,advance
06:03:49,10 days,advance
06:04:03,0 days,anytime
06:04:21,1 days,advance
06:06:52,0 days,anytime
06:08:56,0 days,anytime
06:10:22,13 days,advance
06:30:00,1 days,advance
06:30:46,0 days,anytime
06:32:22,1 days,advance
06:34:38,0 days,anytime
06:38:13,0 days,anytime
06:45:13,0 days,anytime
06:53:19,0 days,anytime
06:54:25,9 days,advance
06:59:46,17 days,advance
07:19:00,8 days,advance
07:19:57,0 days,anytime
07:21:22,1 days,advance
07:22:28,0 days,anytime
07:22:38,0 days,anytime
07:22:56,0 days,anytime
07:29:12,8 days,advance
07:36:07,3 days,advance
07:38:03,0 days,off-peak
07:39:27,0 days,off-peak
07:45:31,8 days,advance
07:47:04,0 days,anytime
07:48:09,13 days,advance
07:49:48,16 days,advance
07:51:47,4 days,advance
07:52:06,1 days,advance
07:53:42,8 days,advance
07:54:34,1 days,advance
07:55:06,5 days,advance
08:00:28,5 days,advance
08:03:47,13 days,advance
08:05:01,7 days,advance
08:05:25,6 days,advance
08:09:18,1 days,advance
08:10:26,16 days,advance
08:12:11,6 days,advance
08:14:18,1 days,advance
08:15:50,1 days,advance
08:17:11,7 days,advance
08:19:34,1 days,advance
08:20:40,10 days,advance
08:21:07,3 days,advance
08:22:46,1 days,advance
08:22:55,13 days,advance
08:25:14,3 days,advance
08:25:27,1 days,advance
08:26:10,0 days,off-peak
08:26:21,0 days,off-peak
08:26:41,6 days,advance
08:27:47,6 days,advance
08:28:24,1 days,advance
08:29:35,15 days,advance
08:37:30,1 days,advance
08:39:12,17 days,advance
08:41:25,1 days,advance
09:00:44,15 days,advance
09:00:51,1 days,advance
09:02:07,13 days,advance
09:02:39,16 days,advance
09:05:10,1 days,advance
09:05:41,9 days,advance
09:09:19,12 days,advance
09:10:27,1 days,advance
09:11:52,12 days,advance
09:29:51,1 days,advance
09:30:24,17 days,advance
09:34:49,1 days,advance
09:36:06,0 days,off-peak
09:38:45,12 days,advance
09:39:58,16 days,advance
09:40:41,15 days,advance
09:42:59,3 days,advance
09:43:08,15 days,advance
09:46:02,12 days,advance
09:52:18,16 days,advance
09:55:28,1 days,advance
10:06:13,1 days,advance
