Date of Journey,Departure Station,Arrival Destination,Departure Time,Percentage Delay,Delay Category,Departure Hour,DayOfWeek,IsWeekend,Month,IsPeakHour
2024-02-14,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-23,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-29,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-14,york,edinburgh,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-02-13,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-24,manchester piccadilly,liverpool lime street,2025-11-24 13:00:00,0.0,On Time,13,0,0,11,False
2024-02-14,london kings cross,york,2025-11-24 13:00:00,0.0,On Time,13,0,0,11,False
2024-02-15,london euston,birmingham new street,2025-11-24 13:00:00,0.0,On Time,13,0,0,11,False
2024-02-13,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-13,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-13,london kings cross,york,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-13,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 13:15:00,0.0,On Time,13,0,0,11,False
2024-02-13,london euston,birmingham new street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-14,london euston,birmingham new street,2025-11-24 13:15:00,0.0,On Time,13,0,0,11,False
2024-02-14,london euston,birmingham new street,2025-11-24 13:15:00,0.0,On Time,13,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 13:15:00,0.0,On Time,13,0,0,11,False
2024-02-13,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-25,liverpool lime street,manchester piccadilly,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-02-13,liverpool lime street,leeds,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-02-28,reading,london paddington,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-02-22,manchester piccadilly,liverpool lime street,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 13:30:00,cancelled,Cancelled,13,0,0,11,False
2024-02-25,liverpool lime street,manchester piccadilly,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-02-13,manchester piccadilly,liverpool lime street,2025-11-24 16:45:00,0.0,On Time,16,0,0,11,True
2024-02-13,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-13,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-29,london paddington,reading,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-02-21,london paddington,liverpool lime street,2025-11-24 14:00:00,0.0,On Time,14,0,0,11,False
2024-02-13,london paddington,reading,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-13,london euston,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-02-22,london euston,birmingham new street,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-02-17,london euston,birmingham new street,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-02-13,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-14,manchester piccadilly,london euston,2025-11-24 15:30:00,20.909090909090907,Medium,15,0,0,11,False
2024-02-13,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-13,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-29,york,edinburgh,2025-11-24 14:45:00,0.0,On Time,14,0,0,11,False
2024-02-13,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-19,manchester piccadilly,liverpool lime street,2025-11-24 14:45:00,cancelled,Cancelled,14,0,0,11,False
2024-02-24,liverpool lime street,manchester piccadilly,2025-11-24 14:45:00,0.0,On Time,14,0,0,11,False
2024-02-13,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-19,london euston,birmingham new street,2025-11-24 15:00:00,0.0,On Time,15,0,0,11,False
2024-02-13,reading,liverpool lime street,2025-11-24 18:15:00,0.0,On Time,18,0,0,11,True
2024-02-22,london paddington,reading,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-13,liverpool lime street,london euston,2025-11-24 17:30:00,20.74074074074074,Medium,17,0,0,11,True
2024-02-17,reading,london paddington,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-13,london euston,manchester piccadilly,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-13,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-14,london paddington,reading,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-02-13,liverpool lime street,london euston,2025-11-24 17:30:00,20.74074074074074,Medium,17,0,0,11,True
2024-02-13,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-13,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-13,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-29,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-13,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-13,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-13,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-14,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-02-13,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-13,birmingham new street,coventry,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-17,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-14,london euston,birmingham new street,2025-11-24 16:00:00,123.75,Extreme,16,0,0,11,True
2024-02-14,london euston,birmingham new street,2025-11-24 16:00:00,123.75,Extreme,16,0,0,11,True
2024-02-14,london euston,birmingham new street,2025-11-24 16:00:00,123.75,Extreme,16,0,0,11,True
2024-02-21,london kings cross,york,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-20,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-18,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-21,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-14,london euston,birmingham new street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-14,london kings cross,york,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-19,birmingham new street,manchester piccadilly,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-28,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-02-14,liverpool lime street,london euston,2025-11-24 17:30:00,20.0,Medium,17,0,0,11,True
2024-02-13,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-26,liverpool lime street,london euston,2025-11-24 17:30:00,14.074074074074074,Medium,17,0,0,11,True
2024-02-13,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-20,london st pancras,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-27,london kings cross,york,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-02-13,london kings cross,york,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-02-26,liverpool lime street,london euston,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-13,oxford,bristol temple meads,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-28,liverpool lime street,manchester piccadilly,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-16,liverpool lime street,manchester piccadilly,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-13,london euston,birmingham new street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-16,london kings cross,york,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-02-13,london st pancras,birmingham new street,2025-11-24 20:30:00,0.0,On Time,20,0,0,11,False
2024-02-15,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-14,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-25,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-22,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-14,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-18,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-22,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-27,london kings cross,york,2025-11-24 17:45:00,17.272727272727273,Medium,17,0,0,11,True
2024-02-24,london st pancras,birmingham new street,2025-11-24 18:15:00,0.0,On Time,18,0,0,11,True
2024-02-14,london paddington,reading,2025-11-24 18:30:00,0.0,On Time,18,0,0,11,True
2024-02-14,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-14,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-23,birmingham new street,nuneaton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-17,london paddington,reading,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-14,london paddington,reading,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-02-27,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-23,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-21,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-16,birmingham new street,london euston,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-15,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-26,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-14,london euston,manchester piccadilly,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-15,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-21,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-22,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-17,birmingham new street,nuneaton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-02-26,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-02-14,liverpool lime street,leeds,2025-11-24 19:00:00,0.0,On Time,19,0,0,11,True
2024-02-15,london kings cross,york,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-02-13,london euston,manchester piccadilly,2025-11-24 22:15:00,-0.0,On Time,22,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 19:15:00,0.0,On Time,19,0,0,11,True
2024-02-23,liverpool lime street,manchester piccadilly,2025-11-24 19:15:00,0.0,On Time,19,0,0,11,True
2024-02-29,london kings cross,york,2025-11-24 19:30:00,0.0,On Time,19,0,0,11,True
2024-02-28,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-03-01,london kings cross,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-20,london paddington,reading,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-23,london paddington,reading,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-27,birmingham new street,edinburgh,2025-11-24 20:15:00,-0.0,On Time,20,0,0,11,False
2024-02-15,manchester piccadilly,liverpool lime street,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-19,london paddington,reading,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-02-14,london euston,birmingham new street,2025-11-24 20:45:00,0.0,On Time,20,0,0,11,False
2024-02-17,london euston,birmingham new street,2025-11-24 20:45:00,0.0,On Time,20,0,0,11,False
2024-02-17,london kings cross,york,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-02-14,liverpool lime street,manchester piccadilly,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-02-16,london euston,birmingham new street,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-02-16,london euston,birmingham new street,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-02-16,liverpool lime street,manchester piccadilly,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-02-14,london euston,birmingham new street,2025-11-24 21:45:00,0.0,On Time,21,0,0,11,False
2024-02-14,london st pancras,birmingham new street,2025-11-24 22:00:00,0.0,On Time,22,0,0,11,False
2024-02-14,london paddington,reading,2025-11-24 22:00:00,0.0,On Time,22,0,0,11,False
2024-02-15,london euston,manchester piccadilly,2025-11-24 22:15:00,-0.0,On Time,22,0,0,11,False
2024-02-14,london kings cross,york,2025-11-24 22:15:00,-0.0,On Time,22,0,0,11,False
2024-02-20,london euston,manchester piccadilly,2025-11-24 22:15:00,-0.0,On Time,22,0,0,11,False
2024-02-18,london euston,oxford,2025-11-24 22:30:00,0.0,On Time,22,0,0,11,False
2024-02-14,london st pancras,birmingham new street,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-02-22,liverpool lime street,manchester piccadilly,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-27,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-02-21,london paddington,reading,2025-11-24 23:30:00,-0.0,On Time,23,0,0,11,False
2024-02-14,liverpool lime street,manchester piccadilly,2025-11-24 23:30:00,-0.0,On Time,23,0,0,11,False
2024-02-18,london euston,birmingham new street,2025-11-24 23:30:00,-0.0,On Time,23,0,0,11,False
2024-02-14,liverpool lime street,manchester piccadilly,2025-11-24 02:30:00,0.0,On Time,2,0,0,11,False
2024-02-16,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-26,london paddington,reading,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-14,london kings cross,york,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-14,london paddington,reading,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-14,birmingham new street,london euston,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-15,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-02-22,liverpool lime street,manchester piccadilly,2025-11-24 00:00:00,cancelled,Cancelled,0,0,0,11,False
2024-02-18,manchester piccadilly,liverpool lime street,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-02-15,liverpool lime street,manchester piccadilly,2025-11-24 00:15:00,0.0,On Time,0,0,0,11,False
2024-02-15,birmingham new street,london st pancras,2025-11-24 00:15:00,0.0,On Time,0,0,0,11,False
2024-02-28,birmingham new street,london st pancras,2025-11-24 00:15:00,0.0,On Time,0,0,0,11,False
2024-02-22,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 03:30:00,83.33333333333334,Long,3,0,0,11,False
2024-02-15,liverpool lime street,manchester piccadilly,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-02-28,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-02-16,liverpool lime street,manchester piccadilly,2025-11-24 01:00:00,0.0,On Time,1,0,0,11,False
2024-02-17,london kings cross,york,2025-11-24 01:00:00,0.0,On Time,1,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-02-15,london paddington,reading,2025-11-24 01:30:00,cancelled,Cancelled,1,0,0,11,False
2024-02-14,london st pancras,birmingham new street,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-28,liverpool lime street,manchester piccadilly,2025-11-24 01:30:00,0.0,On Time,1,0,0,11,False
2024-02-14,london paddington,reading,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-14,london kings cross,york,2025-11-24 04:30:00,cancelled,Cancelled,4,0,0,11,False
2024-02-14,liverpool lime street,manchester piccadilly,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-20,london st pancras,birmingham new street,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-02-21,london st pancras,birmingham new street,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-02-14,london kings cross,york,2025-11-24 04:45:00,0.0,On Time,4,0,0,11,False
2024-02-20,manchester piccadilly,nottingham,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-02-23,liverpool lime street,manchester piccadilly,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-19,london euston,birmingham new street,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-15,liverpool lime street,manchester piccadilly,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-15,london euston,birmingham new street,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 05:30:00,0.0,On Time,5,0,0,11,False
2024-02-14,liverpool lime street,london euston,2025-11-24 09:30:00,21.48148148148148,Medium,9,0,0,11,True
2024-02-28,liverpool lime street,manchester piccadilly,2025-11-24 03:00:00,0.0,On Time,3,0,0,11,False
2024-02-15,london paddington,reading,2025-11-24 03:15:00,0.0,On Time,3,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-14,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-14,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-15,manchester piccadilly,london euston,2025-11-24 03:30:00,26.36363636363636,Medium,3,0,0,11,False
2024-02-14,london euston,manchester piccadilly,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-14,london euston,manchester piccadilly,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-24,manchester piccadilly,london euston,2025-11-24 03:30:00,26.36363636363636,Medium,3,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-24,liverpool lime street,manchester piccadilly,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-02-25,london euston,birmingham new street,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-02-28,london kings cross,york,2025-11-24 04:00:00,0.0,On Time,4,0,0,11,False
2024-02-15,london euston,birmingham new street,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-02-14,london paddington,reading,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-02-15,london euston,birmingham new street,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-02-24,liverpool lime street,manchester piccadilly,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-02-14,liverpool lime street,manchester piccadilly,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-26,liverpool lime street,manchester piccadilly,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-15,london st pancras,birmingham new street,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-18,london paddington,reading,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-02-24,liverpool lime street,manchester piccadilly,2025-11-24 04:30:00,cancelled,Cancelled,4,0,0,11,False
2024-02-14,london euston,birmingham new street,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-14,liverpool lime street,london euston,2025-11-24 08:00:00,15.555555555555555,Medium,8,0,0,11,True
2024-02-14,liverpool lime street,london euston,2025-11-24 08:00:00,15.555555555555555,Medium,8,0,0,11,True
2024-02-14,liverpool lime street,london euston,2025-11-24 08:00:00,15.555555555555555,Medium,8,0,0,11,True
2024-02-14,london euston,manchester piccadilly,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-14,birmingham new street,liverpool lime street,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-14,reading,oxford,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-14,oxford,bristol temple meads,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-14,london kings cross,liverpool lime street,2025-11-24 08:15:00,0.0,On Time,8,0,0,11,True
2024-02-26,manchester piccadilly,liverpool lime street,2025-11-24 05:45:00,0.0,On Time,5,0,0,11,False
2024-02-14,manchester piccadilly,liverpool lime street,2025-11-24 08:45:00,cancelled,Cancelled,8,0,0,11,True
2024-02-14,london paddington,reading,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-02-18,manchester piccadilly,liverpool lime street,2025-11-24 05:45:00,0.0,On Time,5,0,0,11,False
2024-02-14,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-14,london paddington,reading,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-02-14,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-17,manchester piccadilly,liverpool lime street,2025-11-24 05:45:00,cancelled,Cancelled,5,0,0,11,False
2024-02-14,manchester piccadilly,nottingham,2025-11-24 09:00:00,106.66666666666667,Extreme,9,0,0,11,True
2024-02-29,oxford,bristol temple meads,2025-11-24 06:00:00,0.0,On Time,6,0,0,11,False
2024-02-15,london kings cross,york,2025-11-24 06:15:00,11.818181818181818,Medium,6,0,0,11,False
2024-02-15,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-28,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-15,london paddington,reading,2025-11-24 06:15:00,cancelled,Cancelled,6,0,0,11,False
2024-02-24,liverpool lime street,crewe,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-15,london paddington,reading,2025-11-24 06:15:00,cancelled,Cancelled,6,0,0,11,False
2024-02-19,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-16,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-02-14,london paddington,reading,2025-11-24 09:15:00,0.0,On Time,9,0,0,11,True
2024-02-15,london kings cross,york,2025-11-24 06:15:00,11.818181818181818,Medium,6,0,0,11,False
2024-02-15,london st pancras,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-15,reading,london paddington,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-15,london euston,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-15,birmingham new street,nuneaton,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-17,london st pancras,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-15,manchester piccadilly,liverpool lime street,2025-11-24 06:30:00,cancelled,Cancelled,6,0,0,11,False
2024-02-25,london euston,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-16,london st pancras,wolverhampton,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-22,birmingham new street,london st pancras,2025-11-24 06:30:00,cancelled,Cancelled,6,0,0,11,False
2024-02-23,london st pancras,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-23,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-18,london euston,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-02-27,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-21,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-25,london paddington,reading,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-16,london paddington,reading,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-20,manchester piccadilly,liverpool lime street,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-28,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-22,london st pancras,birmingham new street,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-02-20,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-21,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-18,london paddington,reading,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-02-16,london euston,birmingham new street,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-02-26,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-15,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-28,reading,swindon,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-18,york,peterborough,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-24,london euston,birmingham new street,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-28,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-19,york,doncaster,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-22,london paddington,reading,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-22,liverpool lime street,manchester piccadilly,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-02-15,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-22,manchester piccadilly,london paddington,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-28,birmingham new street,london st pancras,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-02-18,liverpool lime street,london euston,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-02-15,liverpool lime street,london euston,2025-11-24 08:00:00,11.11111111111111,Medium,8,0,0,11,True
2024-02-14,london st pancras,birmingham new street,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-02-17,liverpool lime street,london euston,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
